"id_kit","cod_programa","nom_programa","programa","cod_meta","nom_meta","meta","cod_subfin","nom_subfin","sub_finalidad","cod_producto","cod_actividad","cod_clasificador","nom_clasificador","clasificador","nivel","tipo_bien","tipo_calculo","cod_item_fam","nom_item_fam","item_fam"
1284,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",76,"EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS","76 EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS",439,"ATENCIÓN DE SALUD A PERSONAS CON EXPOSICIÓN AGUDA NO COMPLICADA A MERCURIO","4399718 ATENCIÓN DE SALUD A PERSONAS CON EXPOSICIÓN AGUDA NO COMPLICADA A MERCURIO","3043997","5000103","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"355100020001","HEMOGRAMA AUTOMATIZADO 25 PARAMETROS","355100020001 HEMOGRAMA AUTOMATIZADO 25 PARAMETROS"
1285,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1844,"NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3325510 NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3033255","5000018","2.3. 1  9. 1  2","MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","2.3. 1  9. 1  2 MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","I","B",2,"169900120171","JUEGO DE JARRA DE PLASTICO X 3 PIEZAS","169900120171 JUEGO DE JARRA DE PLASTICO X 3 PIEZAS"
1286,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",58,"EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS","58 EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS",349,"EVALUACIÓN Y DESPISTAJE DE CATARATA","5001102 EVALUACIÓN Y DESPISTAJE DE CATARATA","3000011","5000109","2.3. 2  9. 1  1","LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","2.3. 2  9. 1  1 LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","I","S",2,"071100390035","SERVICIO ESPECIALIZADO DE MEDICO OFTALMOLOGO","071100390035 SERVICIO ESPECIALIZADO DE MEDICO OFTALMOLOGO"
1287,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",59,"BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS","59 BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS",353,"TRATAMIENTO Y CONTROL ESPECIALIZADO DE COMPLICACIONES POST QUIRURGICAS EN VITREO","5001201 TRATAMIENTO Y CONTROL ESPECIALIZADO DE COMPLICACIONES POST QUIRURGICAS EN VITREO","3000012","5000110","2.3. 2  9. 1  1","LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","2.3. 2  9. 1  1 LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","I","S",2,"071100390035","SERVICIO ESPECIALIZADO DE MEDICO OFTALMOLOGO","071100390035 SERVICIO ESPECIALIZADO DE MEDICO OFTALMOLOGO"
1288,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  1. 2  1","PASAJES Y GASTOS DE TRANSPORTE","2.3. 2  1. 2  1 PASAJES Y GASTOS DE TRANSPORTE","I","S",2,"901000010009","TRASLADO PERSONAL - COMISION DE SERVICIO - PASAJES FLUVIAL O MARITIMOS NACIONAL","901000010009 TRASLADO PERSONAL - COMISION DE SERVICIO - PASAJES FLUVIAL O MARITIMOS NACIONAL"
1289,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.3. 2  1. 2  1","PASAJES Y GASTOS DE TRANSPORTE","2.3. 2  1. 2  1 PASAJES Y GASTOS DE TRANSPORTE","I","S",2,"901000020003","TRASLADO PERSONAL - CAMB.. COLOC.- PASAJES AEREOS NACIONAL","901000020003 TRASLADO PERSONAL - CAMB.. COLOC.- PASAJES AEREOS NACIONAL"
1290,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 2  1. 2  1","PASAJES Y GASTOS DE TRANSPORTE","2.3. 2  1. 2  1 PASAJES Y GASTOS DE TRANSPORTE","I","S",2,"901000020003","TRASLADO PERSONAL - CAMB.. COLOC.- PASAJES AEREOS NACIONAL","901000020003 TRASLADO PERSONAL - CAMB.. COLOC.- PASAJES AEREOS NACIONAL"
1291,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",75,"CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA PREVENIR FACTORES DE RIESGO DE ENFERMEDADES NO TRANSMISIBLES","75 CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA PREVENIR FACTORES DE RIESGO DE ENFERMEDADES NO TRANSMISIBLES",1087,"FUNCIONARIOS MUNICIPALES CAPACITADOS PARA LA GENERACIÓN DE ENTORNOS SALUDABLES FRENTE A LAS ENFERMEDADES NO TRASMISIBLES.","4398802 FUNCIONARIOS MUNICIPALES CAPACITADOS PARA LA GENERACIÓN DE ENTORNOS SALUDABLES FRENTE A LAS ENFERMEDADES NO TRASMISIBLES.","3043988","5005996","2.3. 1  1. 1  1","ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO","2.3. 1  1. 1  1 ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO","I","B",5,"096800010332","GALLETA DE SODA X 34 g APROX.","096800010332 GALLETA DE SODA X 34 g APROX."
1292,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",96,"ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19","96 ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19",1787,"INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","0315290 INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","3000734","5006269","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",2,"133000470183","LIMPIADOR MULTIUSOS","133000470183 LIMPIADOR MULTIUSOS"
1293,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",94,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","94 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES",839,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","5005610 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","3000734","5005610","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",2,"133000470183","LIMPIADOR MULTIUSOS","133000470183 LIMPIADOR MULTIUSOS"
1294,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",94,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","94 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES",839,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","5005610 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","3000734","5005610","2.6. 3  2. 9  1","AIRE ACONDICIONADO Y REFRIGERACION","2.6. 3  2. 9  1 AIRE ACONDICIONADO Y REFRIGERACION","I","B",2,"112235150001","EQUIPO PARA AIRE ACONDICIONADO PORTATIL","112235150001 EQUIPO PARA AIRE ACONDICIONADO PORTATIL"
1295,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",96,"ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19","96 ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19",1787,"INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","0315290 INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","3000734","5006269","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",2,"139200200261","REPELENTE DE INSECTOS PARA PIEL X 200 mL","139200200261 REPELENTE DE INSECTOS PARA PIEL X 200 mL"
1296,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.6. 3  2. 9  1","AIRE ACONDICIONADO Y REFRIGERACION","2.6. 3  2. 9  1 AIRE ACONDICIONADO Y REFRIGERACION","I","B",3,"112263860060","REFRIGERADORA ELECTRICA DOMESTICA DE 10 ft3","112263860060 REFRIGERADORA ELECTRICA DOMESTICA DE 10 ft3"
1297,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",26,"ATENCION DEL RECIEN NACIDO CON COMPLICACIONES","26 ATENCION DEL RECIEN NACIDO CON COMPLICACIONES",148,"ASFIXIA DEL NACIMIENTO","3330602 ASFIXIA DEL NACIMIENTO","3033306","5000054","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",4,"139200410001","PAÑAL DESCARTABLE TIPO CALZON PARA RECIEN NACIDO","139200410001 PAÑAL DESCARTABLE TIPO CALZON PARA RECIEN NACIDO"
1298,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",21,"ATENCION DEL PARTO COMPLICADO NO QUIRURGICO","21 ATENCION DEL PARTO COMPLICADO NO QUIRURGICO",125,"TRABAJO DE PARTO DISFUNCIONAL.","3329601 TRABAJO DE PARTO DISFUNCIONAL.","3033296","5000046","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",4,"139200410002","PAÑAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA M","139200410002 PAÑAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA M"
1299,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",16,"ATENCION PRENATAL REENFOCADA","16 ATENCION PRENATAL REENFOCADA",87,"EVALUACION DEL BIENESTAR FETAL","3317209 EVALUACION DEL BIENESTAR FETAL","3033172","5000037","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",4,"139200500009","GEL ANTIBACTERIAL PARA MANOS X 500 mL APROX","139200500009 GEL ANTIBACTERIAL PARA MANOS X 500 mL APROX"
1300,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",144,"NIÑOS CON SUPLEMENTO DE HIERRO Y VITAMINA A","144 NIÑOS CON SUPLEMENTO DE HIERRO Y VITAMINA A",1849,"DOSAJE DE HEMOGLOBINA","3325607 DOSAJE DE HEMOGLOBINA","3033255","5000019","2.3. 1  5. 3  1","ASEO, LIMPIEZA Y TOCADOR","2.3. 1  5. 3  1 ASEO, LIMPIEZA Y TOCADOR","I","B",4,"139200500009","GEL ANTIBACTERIAL PARA MANOS X 500 mL APROX","139200500009 GEL ANTIBACTERIAL PARA MANOS X 500 mL APROX"
1301,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600092442","POLIMERO POP 7 PARA ANALIZADOR GENETICO 3500  SACHET PARA 384 MUESTRAS","358600092442 POLIMERO POP 7 PARA ANALIZADOR GENETICO 3500  SACHET PARA 384 MUESTRAS"
1302,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600050868","SOLUCIÓN TAMPÓN (BUFFER) pH 4.00 +/- 0.01 (25 ºC) X 500 mL","358600050868 SOLUCIÓN TAMPÓN (BUFFER) pH 4.00 +/- 0.01 (25 ºC) X 500 mL"
1303,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000020271","SOLUCIÓN TAMPÓN (BUFFER) HEPES ESTERIL PARA CULTIVO CELULAR X 100 mL","351000020271 SOLUCIÓN TAMPÓN (BUFFER) HEPES ESTERIL PARA CULTIVO CELULAR X 100 mL"
1304,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000020361","CLORURO DE BARIO DIHIDRATADO P.A X 250 g","351000020361 CLORURO DE BARIO DIHIDRATADO P.A X 250 g"
1305,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000020428","D-CICLOSERINA X 10 g","351000020428 D-CICLOSERINA X 10 g"
1306,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600010518","TETRACICLINA EN POLVO X 25 g","358600010518 TETRACICLINA EN POLVO X 25 g"
1307,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600010635","AMFOTERICINA B EN POLVO APROX 80% (HPLC) X 1 g","358600010635 AMFOTERICINA B EN POLVO APROX 80% (HPLC) X 1 g"
1308,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000022489","N,N,N,N-TETRAMETIL-ETILENDIAMINO (TEMED) X 50 mL","351000022489 N,N,N,N-TETRAMETIL-ETILENDIAMINO (TEMED) X 50 mL"
1309,1,"PROGRAMA ARTICULADO NUTRICIONAL","0001 PROGRAMA ARTICULADO NUTRICIONAL",4,"VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO","4 VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO",48,"ANALISIS FISICO / QUIMICOS","3326008 ANALISIS FISICO / QUIMICOS","3000609","5004428","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000010238","KIT DE REACTIVOS PARA DETERMINACION DE NITRITO EN AGUA (RANGO 0 - 10 ppm) X 100 DETERMINACIONES","351000010238 KIT DE REACTIVOS PARA DETERMINACION DE NITRITO EN AGUA (RANGO 0 - 10 ppm) X 100 DETERMINACIONES"
1310,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600100094","AGAR DEXTROSA SABOURAUD 4% X 500 g","358600100094 AGAR DEXTROSA SABOURAUD 4% X 500 g"
1311,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600100263","GELATINA P.A MICROBIOLOGICO X 500 g","358600100263 GELATINA P.A MICROBIOLOGICO X 500 g"
1312,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",35,"BRINDAR TRATAMIENTO OPORTUNO PARA TUBERCULOSIS","35 BRINDAR TRATAMIENTO OPORTUNO PARA TUBERCULOSIS",211,"ATENCION CURATIVA ESQUEMA TB SENSIBLE (SIN INFECCION POR VIH/SIDA)","4396501 ATENCION CURATIVA ESQUEMA TB SENSIBLE (SIN INFECCION POR VIH/SIDA)","3000672","5006272","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351100020021","CREATININA CINETICA X 200 DETERMINACIONES","351100020021 CREATININA CINETICA X 200 DETERMINACIONES"
